Benchmark	Advice#	Advice	Pattern	Size	Precision	Concreteness
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, ReverseFigureEnumerator.myIterator]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Clipboard.getClipboard()]	2	0.18181818181818182	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, FigureEnumerator.myIterator]	2	0.4	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, AbstractFigure.visit(FigureVisitor;)]	2	0.19047619047619047	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FigureEnumerator.reset()]	1	0.4	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, CollectionsFactory.createList()]	1	0.0196078431372549	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FigureTransferCommand.collectAffectedFigures()]	1	1.0	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, List.size()]	1	0.022222222222222223	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, StandardFigureSelection.<init>(FigureEnumeration;,I)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Figure.getDependendFigures()]	2	0.4	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ReverseListEnumerator.<init>(List;)]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Collection.iterator()]	2	0.2222222222222222	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, FigureEnumerator.myInitialCollection]	2	0.05405405405405406	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, SingleFigureEnumerator.myInitialFigure]	2	0.05263157894736842	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, CollectionsFactory.factory]	2	0.011235955056179775	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, SingleFigureEnumerator.reset()]	1	0.25	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FigureAndEnumerator.reset(), calls, ?]	2	0.1111111111111111	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, List.size()]	2	0.022222222222222223	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Figure.visit(FigureVisitor;)]	2	0.18181818181818182	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FigureEnumeration.reset()]	1	0.3333333333333333	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, List.add(Object;)]	1	0.014925373134328358	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FigureTransferCommand.copyFigures(FigureEnumeration;,I)]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Vector.size()]	2	0.022222222222222223	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ListWrapper.size()]	1	0.022222222222222223	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, gets_field, ChangeAttributeCommand.fValue]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, gets_field, ChangeAttributeCommand.fAttribute]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, Figure.setAttribute(FigureAttributeConstant;,Object;)]	1	0.1111111111111111	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, UndoableAdapter.redo()]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, DrawingEditor.getUndoManager()]	2	0.2222222222222222	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoableAdapter.isRedoable()]	2	0.15384615384615385	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, DragTracker$UndoActivity.getOriginalPoint()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Figure.setAttribute(FigureAttributeConstant;,Object;)]	2	0.15384615384615385	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaTool$UndoActivity.getBackupText()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, NullDrawingView.repairDamage()]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, StandardDrawingView.checkDamage()]	1	0.125	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextFigure.disconnect(Figure;)]	2	0.18181818181818182	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, Undoable.redo()]	2	0.14285714285714285	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, RadiusHandle$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, StandardDrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, DrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, FigureTransferCommand.deleteFigures(FigureEnumeration;)]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, StandardDrawing.drawingChangeListeners()]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, UndoManager.redoStack]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, SelectAllCommand$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.getAppliedAlignment()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.getBackupValue()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, NullDrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UndoableAdapter.redo()]	1	0.16666666666666666	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextTool$UndoActivity.getBackupText()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ChangeAttributeCommandUndo$UndoActivity.setAffectedFigures(FigureEnumeration;)]	2	0.05714285714285714	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, GroupCommandUndo$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ConnectedTextTool$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, JHDDropTargetListener.log(String;)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, DragTracker$UndoActivity.moveAffectedFigures(Point;,Point;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, PolyLineHandle$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, CutCommandUndo$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, PolygonScaleHandle$UndoActivity.resetPolygon()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoableAdapter.redo()]	2	0.08333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, BorderTool$UndoActivity.replaceAffectedFigures()]	2	0.4	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, ConnectionTool$UndoActivity.myStartConnector]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaTool$UndoActivity.getOriginalText()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, DragTracker$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, DrawApplet.myUndoManager]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, DecoratorFigure.getTextHolder()]	2	0.09523809523809523	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ChangeAttributeCommandUndo$UndoActivity.getAttribute()]	2	0.05128205128205128	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, DrawingEditor.getUndoManager()]	1	0.25	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, SendToBackCommand$UndoActivity.setAffectedFigures(FigureEnumeration;)]	2	0.05714285714285714	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ConnectionTool$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Undoable.isUndoable()]	2	0.11764705882352941	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, CutCommandUndo$UndoActivity.myCommand]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UndoableAdapter.getDrawingView()]	1	0.04878048780487805	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Undoable.isRedoable()]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ZoomDrawingView.repairDamage()]	2	0.08	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, DeleteFromDrawingVisitor.getDeletedFigures()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.setAffectedFigures(FigureEnumeration;)]	2	0.05714285714285714	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, FontSizeHandle$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, UndoableAdapter.myDrawingView]	2	0.028169014084507043	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, DrawApplication.getUndoManager()]	1	0.2222222222222222	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ConnectionFigure.connectEnd(Connector;)]	2	0.043478260869565216	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaTool$UndoActivity.isValidText(String;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, UndoManager.undoStack]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextTool$UndoActivity.isValidText(String;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, AlignCommandUndo$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ConnectionFigure.updateConnection()]	2	0.043478260869565216	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.getSelectedFigures()]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TriangleRotationHandle$UndoActivity.resetRotationAngle()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, DrawingView.checkDamage()]	1	0.18181818181818182	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextFigure.getTextHolder()]	2	0.09090909090909091	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, CutCommandUndo$UndoActivity.getSelectedFiguresCount()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, TriangleRotationHandle$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoManager.getLastElement(List;)]	2	0.4	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, JHDDropTargetListener$AddUndoActivity.undone]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, Drawing.drawingChangeListeners()]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaFigure.connect(Figure;)]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, JavaDrawViewer.myUndoManager]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, SendToBackCommand$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ChangeConnectionHandle$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ResizeHandle$UndoActivity.resetDisplayBox()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, DrawApplication.myUndoManager]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextHolder.connect(Figure;)]	2	0.25	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, Undoable.getDrawingView()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, SendToBackCommand$UndoActivity.redo()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, RadiusHandle$UndoActivity.resetRadius()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, UndoManager.undoStack]	2	0.13333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, Undoable.isUndoable()]	1	0.2	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, Undoable.isUndoable()]	2	0.14285714285714285	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, TextTool$UndoActivity.redo()]	1	0.3333333333333333	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaTool$UndoActivity.setText(String;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ConnectionFigure.connectStart(Connector;)]	2	0.043478260869565216	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextAreaFigure.disconnect(Figure;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.getAttribute()]	2	0.05128205128205128	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, PolygonHandle$UndoActivity.movePointToOldLocation()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.groupFigures()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, BorderTool$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ElbowConnection.updateConnection()]	2	0.034482758620689655	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoActivity.alignAffectedFigures(AlignCommand$Alignment;)]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoableAdapter.isUndoable()]	2	0.04878048780487805	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, DrawApplet.getUndoManager()]	1	0.25	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UndoManager.isRedoable()]	1	1.0	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, overrides, DrawingView.checkDamage()]	2	0.125	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextTool$UndoActivity.setText(String;)]	2	0.4	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, AlignCommandUndo$UndoActivity.getAppliedAlignment()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, sets_field, UndoManager.maxStackCapacity]	2	0.2857142857142857	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UngroupCommand$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, ConnectionTool$UndoActivity.getConnection()]	2	0.5	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ChangeAttributeCommandUndo$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, UndoActivity.myCommand]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, StandardDrawingView.repairDamage()]	2	0.11764705882352941	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, JHDDragSourceListener$RemoveUndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, CutCommandUndo$UndoActivity.getSelectedFigures()]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, InsertImageCommand$UndoActivity.redo()]	1	0.5	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, TextHolder.disconnect(Figure;)]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, UndoManager.popRedo()]	1	1.0	0.5	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, PolyLineHandle$UndoActivity.movePointToOldLocation()]	2	0.6666666666666666	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, LineConnection.updateConnection()]	2	0.02631578947368421	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, CollectionsFactory.createList(I)]	2	0.09523809523809523	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, gets_field, AbstractCommand.myDrawingEditor]	2	0.1	0.3333333333333333	
AJHotDraw	0	CommandContracts.before(AbstractCommand)	[*?, calls, ?, calls, UndoableAdapter.setAffectedFigures(FigureEnumeration;)]	2	0.029411764705882353	0.3333333333333333	
